key,state,cum_confirmed,cum_Deaths,date,State,positive,death,hospitalized,total,recovered,positiveIncrease,deathIncrease,hospitalizedIncrease,totalTestResultsIncrease,flag,daily_confirmed,daily_Deaths
20200613 Illinois,Illinois,132732,6470,2020-06-13,Illinois,132732,6470,NA,1169806,NA,673,29,0,21844,1,672,19
20200612 Illinois,Illinois,132059,6441,2020-06-12,Illinois,132059,6441,NA,1147962,NA,732,78,0,24911,1,673,29
20200611 Illinois,Illinois,131327,6363,2020-06-11,Illinois,131327,6363,NA,1123051,NA,766,90,0,22325,1,732,78
20200610 Illinois,Illinois,130561,6273,2020-06-10,Illinois,130561,6273,NA,1100726,NA,625,77,0,20820,1,766,90
20200609 Illinois,Illinois,129936,6196,2020-06-09,Illinois,129936,6196,NA,1079906,NA,797,94,0,20309,1,625,77
20200608 Illinois,Illinois,129139,6102,2020-06-08,Illinois,129139,6102,NA,1059597,NA,1382,198,0,16823,1,797,94
20200607 Illinois,Illinois,127757,5904,2020-06-07,Illinois,127757,5904,NA,1042774,NA,867,40,0,20700,1,1382,198
20200606 Illinois,Illinois,126890,5864,2020-06-06,Illinois,126890,5864,NA,1022074,NA,975,69,0,21155,1,867,40
20200605 Illinois,Illinois,125915,5795,2020-06-05,Illinois,125915,5795,NA,1000919,NA,1156,59,0,18903,1,975,69
20200604 Illinois,Illinois,124759,5736,2020-06-04,Illinois,124759,5736,NA,982016,NA,929,115,0,22841,1,1156,59
20200603 Illinois,Illinois,123830,5621,2020-06-03,Illinois,123830,5621,NA,959175,NA,982,96,0,24471,1,929,115
20200602 Illinois,Illinois,122848,5525,2020-06-02,Illinois,122848,5525,NA,934704,NA,1614,113,0,16431,1,982,96
20200601 Illinois,Illinois,121234,5412,2020-06-01,Illinois,121234,5412,NA,918273,NA,974,22,0,20014,1,1614,113
20200531 Illinois,Illinois,120260,5390,2020-05-31,Illinois,120260,5390,NA,898259,NA,1343,60,0,21154,1,974,22
20200530 Illinois,Illinois,118917,5330,2020-05-30,Illinois,118917,5330,NA,877105,NA,1462,60,0,25343,1,1343,60
20200529 Illinois,Illinois,117455,5270,2020-05-29,Illinois,117455,5270,NA,851762,NA,1622,84,0,21796,1,1462,60
20200528 Illinois,Illinois,115833,5186,2020-05-28,Illinois,115833,5186,NA,829966,NA,1527,103,0,25993,1,1622,84
20200527 Illinois,Illinois,114306,5083,2020-05-27,Illinois,114306,5083,NA,803973,NA,1111,160,0,17179,1,1527,103
20200526 Illinois,Illinois,113195,4923,2020-05-26,Illinois,113195,4923,NA,786794,NA,1178,39,0,17230,1,1111,160
20200525 Illinois,Illinois,112017,4884,2020-05-25,Illinois,112017,4884,NA,769564,NA,1713,28,0,21643,1,1178,39
20200524 Illinois,Illinois,110304,4856,2020-05-24,Illinois,110304,4856,NA,747921,NA,2508,66,0,25674,1,1713,28
20200523 Illinois,Illinois,107796,4790,2020-05-23,Illinois,107796,4790,NA,722247,NA,2352,75,0,25114,1,2508,66
20200522 Illinois,Illinois,105444,4715,2020-05-22,Illinois,105444,4715,NA,697133,NA,2758,108,0,25113,1,2352,75
20200521 Illinois,Illinois,102686,4607,2020-05-21,Illinois,102686,4607,NA,672020,NA,2268,82,0,29307,1,2758,108
20200520 Illinois,Illinois,100418,4525,2020-05-20,Illinois,100418,4525,NA,642713,NA,2388,146,0,21029,1,2268,82
20200519 Illinois,Illinois,98030,4379,2020-05-19,Illinois,98030,4379,NA,621684,NA,1545,145,0,18443,1,2388,146
20200518 Illinois,Illinois,96485,4234,2020-05-18,Illinois,96485,4234,NA,603241,NA,2294,57,0,21297,1,1545,145
20200818 Indiana,Indiana,81847,3165,2020-08-18,Indiana,81847,3165,10037,928614,61518,841,30,64,13981,,,
20200817 Indiana,Indiana,81006,3135,2020-08-17,Indiana,81006,3135,9973,914633,60677,591,2,38,7782,1,841,30
20200816 Indiana,Indiana,80415,3133,2020-08-16,Indiana,80415,3133,9935,906851,59801,739,5,63,9236,1,591,2
20200815 Indiana,Indiana,79676,3128,2020-08-15,Indiana,79676,3128,9872,897615,59488,1044,15,71,11126,1,739,5
20200814 Indiana,Indiana,78632,3113,2020-08-14,Indiana,78632,3113,9801,886489,59073,1067,8,123,8519,1,1044,15
20200813 Indiana,Indiana,77565,3105,2020-08-13,Indiana,77565,3105,9678,877970,57209,1043,19,0,10976,1,1067,8
20200812 Indiana,Indiana,76522,3086,2020-08-12,Indiana,76522,3086,9678,866994,57209,660,17,79,5339,1,1043,19
20200811 Indiana,Indiana,75862,3069,2020-08-11,Indiana,75862,3069,9599,861655,56349,870,25,245,9544,1,660,17
20200810 Indiana,Indiana,74992,3044,2020-08-10,Indiana,74992,3044,9354,852111,54068,664,3,0,10986,1,870,25
20200809 Indiana,Indiana,74328,3041,2020-08-09,Indiana,74328,3041,9354,841125,54068,1041,5,0,12659,1,664,3
20200808 Indiana,Indiana,73287,3036,2020-08-08,Indiana,73287,3036,9354,828466,54068,1033,13,0,11362,1,1041,5
20200807 Indiana,Indiana,72254,3023,2020-08-07,Indiana,72254,3023,9354,817104,54068,1239,10,87,12759,1,1033,13
20200806 Indiana,Indiana,71015,3013,2020-08-06,Indiana,71015,3013,9267,804345,53301,1040,6,119,12120,1,1239,10
20200805 Indiana,Indiana,69975,3007,2020-08-05,Indiana,69975,3007,9148,792225,51709,720,11,0,7207,1,1040,6
20200804 Indiana,Indiana,69255,2996,2020-08-04,Indiana,69255,2996,9148,785018,43535,822,16,144,9536,1,720,11
20200803 Indiana,Indiana,68433,2980,2020-08-03,Indiana,68433,2980,9004,775482,47355,576,5,156,6439,1,822,16
20200802 Indiana,Indiana,67857,2975,2020-08-02,Indiana,67857,2975,8848,769043,47355,735,4,67,10437,1,576,5
20200801 Indiana,Indiana,67122,2971,2020-08-01,Indiana,67122,2971,8781,758606,46955,968,6,54,11223,1,735,4
20200731 Indiana,Indiana,66154,2965,2020-07-31,Indiana,66154,2965,8727,747383,46466,901,19,60,11535,1,968,6
20200730 Indiana,Indiana,65253,2946,2020-07-30,Indiana,65253,2946,8667,735848,45751,954,14,80,11610,1,901,19
20200729 Indiana,Indiana,64299,2932,2020-07-29,Indiana,64299,2932,8587,724238,45058,621,8,82,7429,1,954,14
20200728 Indiana,Indiana,63678,2924,2020-07-28,Indiana,63678,2924,8505,716809,44548,771,18,61,9018,1,621,8
20200727 Indiana,Indiana,62907,2906,2020-07-27,Indiana,62907,2906,8444,707791,44124,535,3,43,6480,1,771,18
20200726 Indiana,Indiana,62372,2903,2020-07-26,Indiana,62372,2903,8401,701311,43809,852,8,221,11037,1,535,3
20200725 Indiana,Indiana,61520,2895,2020-07-25,Indiana,61520,2895,8180,690274,43535,922,11,52,11525,1,852,8
20200724 Indiana,Indiana,60598,2884,2020-07-24,Indiana,60598,2884,8128,678749,43066,996,4,62,12466,1,922,11
20200723 Indiana,Indiana,59602,2880,2020-07-23,Indiana,59602,2880,8066,666283,42603,929,17,46,11870,1,996,4
20200722 Indiana,Indiana,58673,2863,2020-07-22,Indiana,58673,2863,8020,654413,41322,757,17,79,9608,1,929,17
20200721 Indiana,Indiana,57916,2846,2020-07-21,Indiana,57916,2846,7941,644805,41322,710,21,0,9145,1,757,17
20200720 Indiana,Indiana,57206,2825,2020-07-20,Indiana,57206,2825,7941,635660,41322,635,3,46,8780,1,710,21
20200719 Indiana,Indiana,56571,2822,2020-07-19,Indiana,56571,2822,7895,626880,40965,917,2,34,12425,1,635,3
20200718 Indiana,Indiana,55654,2820,2020-07-18,Indiana,55654,2820,7861,614455,40722,841,17,47,9820,1,917,2
20200717 Indiana,Indiana,54813,2803,2020-07-17,Indiana,54813,2803,7814,604635,40421,733,8,67,9077,1,841,17
20200716 Indiana,Indiana,54080,2795,2020-07-16,Indiana,54080,2795,7747,595558,40004,710,10,61,8969,1,733,8
20200715 Indiana,Indiana,53370,2785,2020-07-15,Indiana,53370,2785,7686,586589,39571,685,10,53,8180,1,710,10
20200714 Indiana,Indiana,52685,2775,2020-07-14,Indiana,52685,2775,7633,578409,39155,648,13,59,8000,1,685,10
20200713 Indiana,Indiana,52037,2762,2020-07-13,Indiana,52037,2762,7574,570409,38914,425,2,47,5762,1,648,13
20200712 Indiana,Indiana,51612,2760,2020-07-12,Indiana,51612,2760,7527,564647,38623,533,4,69,6501,1,425,2
20200711 Indiana,Indiana,51079,2756,2020-07-11,Indiana,51079,2756,7458,558146,38441,779,8,0,7584,1,533,4
20200710 Indiana,Indiana,50300,2748,2020-07-10,Indiana,50300,2748,7458,550562,38120,725,9,72,8270,1,779,8
20200709 Indiana,Indiana,49575,2739,2020-07-09,Indiana,49575,2739,7386,542292,37795,512,7,21,6435,1,725,9
20200708 Indiana,Indiana,49063,2732,2020-07-08,Indiana,49063,2732,7365,535857,37462,437,15,32,5782,1,512,7
20200707 Indiana,Indiana,48626,2717,2020-07-07,Indiana,48626,2717,7333,530075,36999,295,19,48,3483,1,437,15
20200706 Indiana,Indiana,48331,2698,2020-07-06,Indiana,48331,2698,7285,526592,36788,323,5,31,4870,1,295,19
20200705 Indiana,Indiana,48008,2693,2020-07-05,Indiana,48008,2693,7254,521722,36475,576,6,38,9434,1,323,5
20200704 Indiana,Indiana,47432,2687,2020-07-04,Indiana,47432,2687,7216,512288,36076,517,6,41,8135,1,576,6
20200703 Indiana,Indiana,46915,2681,2020-07-03,Indiana,46915,2681,7175,504153,35756,528,19,36,7318,1,517,6
20200702 Indiana,Indiana,46387,2662,2020-07-02,Indiana,46387,2662,7139,496835,35405,435,12,44,7119,1,528,19
20200701 Indiana,Indiana,45952,2650,2020-07-01,Indiana,45952,2650,7095,489716,35025,358,10,30,5520,1,435,12
20200630 Indiana,Indiana,45594,2640,2020-06-30,Indiana,45594,2640,7065,484196,34646,366,16,41,7677,1,358,10
20200629 Indiana,Indiana,45228,2624,2020-06-29,Indiana,45228,2624,7024,476519,34348,298,5,21,5984,1,366,16
20200628 Indiana,Indiana,44930,2619,2020-06-28,Indiana,44930,2619,7003,470535,33935,355,3,21,7518,1,298,5
20200627 Indiana,Indiana,44575,2616,2020-06-27,Indiana,44575,2616,6982,463017,33725,435,21,38,9127,1,355,3
20200626 Indiana,Indiana,44140,2595,2020-06-26,Indiana,44140,2595,6944,453890,33396,485,9,32,9638,1,435,21
20200625 Indiana,Indiana,43655,2586,2020-06-25,Indiana,43655,2586,6912,444252,33036,515,8,29,12369,1,485,9
20200624 Indiana,Indiana,43140,2578,2020-06-24,Indiana,43140,2578,6883,431883,32152,269,9,30,5507,1,515,8
20200623 Indiana,Indiana,42871,2569,2020-06-23,Indiana,42871,2569,6853,426376,32152,238,16,34,7460,1,269,9
20200622 Indiana,Indiana,42633,2553,2020-06-22,Indiana,42633,2553,6819,418916,31739,210,13,31,6996,1,238,16
20200621 Indiana,Indiana,42423,2540,2020-06-21,Indiana,42423,2540,6788,411920,31302,362,4,33,10118,1,210,13
20200620 Indiana,Indiana,42061,2536,2020-06-20,Indiana,42061,2536,6755,401802,31110,315,20,24,8915,1,362,4
20200619 Indiana,Indiana,41746,2516,2020-06-19,Indiana,41746,2516,6731,392887,30760,308,25,142,8165,1,315,20
20200618 Indiana,Indiana,41438,2491,2020-06-18,Indiana,41438,2491,6589,384722,30175,425,16,63,13540,1,308,25
20200617 Indiana,Indiana,41013,2475,2020-06-17,Indiana,41013,2475,6526,371182,29671,227,28,45,7437,1,425,16
20200616 Indiana,Indiana,40786,2447,2020-06-16,Indiana,40786,2447,6481,363745,29093,356,14,30,7916,1,227,28
20200615 Indiana,Indiana,40430,2433,2020-06-15,Indiana,40430,2433,6451,355829,28744,521,11,32,7438,1,356,14
20200614 Indiana,Indiana,39909,2422,2020-06-14,Indiana,39909,2422,6419,348391,28522,366,9,70,7754,1,521,11
20200613 Indiana,Indiana,39543,2413,2020-06-13,Indiana,39543,2413,6349,340637,28241,397,17,0,5457,1,366,9
20200612 Indiana,Indiana,39146,2396,2020-06-12,Indiana,39146,2396,6349,335180,27811,398,16,35,7838,1,397,17
20200611 Indiana,Indiana,38748,2380,2020-06-11,Indiana,38748,2380,6314,327342,27321,411,25,53,7248,1,398,16
20200610 Indiana,Indiana,38337,2355,2020-06-10,Indiana,38337,2355,6261,320094,26791,304,16,36,4704,1,411,25
20200609 Indiana,Indiana,38033,2339,2020-06-09,Indiana,38033,2339,6225,315390,26205,410,23,46,5887,1,304,16
20200608 Indiana,Indiana,37623,2316,2020-06-08,Indiana,37623,2316,6179,309503,25608,226,13,43,5240,1,410,23
20200607 Indiana,Indiana,37397,2303,2020-06-07,Indiana,37397,2303,6136,304263,25138,400,11,45,6733,1,226,13
20200606 Indiana,Indiana,36997,2292,2020-06-06,Indiana,36997,2292,6091,297530,24729,419,34,38,5892,1,400,11
20200605 Indiana,Indiana,36578,2258,2020-06-05,Indiana,36578,2258,6053,291638,24317,482,27,54,6404,1,419,34
20200604 Indiana,Indiana,36096,2231,2020-06-04,Indiana,36096,2231,5999,285234,23707,384,24,47,7419,1,482,27
20200603 Indiana,Indiana,35712,2207,2020-06-03,Indiana,35712,2207,5952,277815,23182,475,10,50,5896,1,384,24
20200602 Indiana,Indiana,35237,2197,2020-06-02,Indiana,35237,2197,5902,271919,22623,407,55,42,6023,1,475,10
20200601 Indiana,Indiana,34830,2142,2020-06-01,Indiana,34830,2142,5860,265896,22224,256,8,575,4350,1,407,55
20200531 Indiana,Indiana,34574,2134,2020-05-31,Indiana,34574,2134,5285,261546,21704,363,9,0,5151,1,256,8
20200530 Indiana,Indiana,34211,2125,2020-05-30,Indiana,34211,2125,5285,256395,NA,653,15,0,7682,1,363,9
20200529 Indiana,Indiana,33558,2110,2020-05-29,Indiana,33558,2110,5285,248713,NA,490,42,0,6426,1,653,15
20200528 Indiana,Indiana,33068,2068,2020-05-28,Indiana,33068,2068,5285,242287,NA,631,38,0,6954,1,490,42
20200527 Indiana,Indiana,32437,2030,2020-05-27,Indiana,32437,2030,5285,235333,NA,359,26,0,4584,1,631,38
20200526 Indiana,Indiana,32078,2004,2020-05-26,Indiana,32078,2004,5285,230749,NA,363,28,0,4498,1,359,26
20200525 Indiana,Indiana,31715,1976,2020-05-25,Indiana,31715,1976,5285,226251,NA,339,0,0,5450,1,363,28
20200524 Indiana,Indiana,31376,1976,2020-05-24,Indiana,31376,1976,5285,220801,NA,475,33,0,5868,1,339,0
20200523 Indiana,Indiana,30901,1943,2020-05-23,Indiana,30901,1943,5285,214933,NA,492,2,0,6372,1,475,33
20200522 Indiana,Indiana,30409,1941,2020-05-22,Indiana,30409,1941,5285,208561,NA,473,28,896,5566,1,492,2
20200521 Indiana,Indiana,29936,1913,2020-05-21,Indiana,29936,1913,4389,202995,NA,662,49,0,7257,1,473,28
20200520 Indiana,Indiana,29274,1864,2020-05-20,Indiana,29274,1864,4389,195738,NA,569,40,0,6408,1,662,49
20200519 Indiana,Indiana,28705,1824,2020-05-19,Indiana,28705,1824,4389,189330,NA,450,59,0,5418,1,569,40
20200518 Indiana,Indiana,28255,1765,2020-05-18,Indiana,28255,1765,4389,183912,NA,477,14,0,6669,1,450,59
20200818 Iowa,Iowa,52951,989,2020-08-18,Iowa,52951,989,NA,557098,41565,229,8,0,3114,,,
20200817 Iowa,Iowa,52722,981,2020-08-17,Iowa,52722,981,NA,553984,40788,294,6,0,2791,1,229,8
20200816 Iowa,Iowa,52428,975,2020-08-16,Iowa,52428,975,NA,551193,40525,635,2,0,5119,1,294,6
20200815 Iowa,Iowa,51793,973,2020-08-15,Iowa,51793,973,NA,546074,40381,861,7,0,5837,1,635,2
20200814 Iowa,Iowa,50932,966,2020-08-14,Iowa,50932,966,NA,540237,39879,596,7,0,5424,1,861,7
20200813 Iowa,Iowa,50336,959,2020-08-13,Iowa,50336,959,NA,534813,39320,530,8,0,6665,1,596,7
20200812 Iowa,Iowa,49806,951,2020-08-12,Iowa,49806,951,NA,528148,38657,477,11,0,4228,1,530,8
20200811 Iowa,Iowa,49329,940,2020-08-11,Iowa,49329,940,NA,523920,38033,258,7,0,2533,1,477,11
20200810 Iowa,Iowa,49071,933,2020-08-10,Iowa,49071,933,NA,521387,37317,282,3,0,2577,1,258,7
20200809 Iowa,Iowa,48789,930,2020-08-09,Iowa,48789,930,NA,518810,37096,506,5,0,5263,1,282,3
20200808 Iowa,Iowa,48283,925,2020-08-08,Iowa,48283,925,NA,513547,36882,418,12,0,4847,1,506,5
20200807 Iowa,Iowa,47865,913,2020-08-07,Iowa,47865,913,NA,508700,36322,504,5,0,5580,1,418,12
20200806 Iowa,Iowa,47361,908,2020-08-06,Iowa,47361,908,NA,503120,35548,702,9,0,6692,1,504,5
20200805 Iowa,Iowa,46659,899,2020-08-05,Iowa,46659,899,NA,496428,34733,617,11,0,6057,1,702,9
20200804 Iowa,Iowa,46042,888,2020-08-04,Iowa,46042,888,NA,490371,34023,201,6,0,3896,1,617,11
20200803 Iowa,Iowa,45841,882,2020-08-03,Iowa,45841,882,NA,486475,33219,349,6,0,2357,1,201,6
20200802 Iowa,Iowa,45492,876,2020-08-02,Iowa,45492,876,NA,484118,32952,516,4,0,5148,1,349,6
20200801 Iowa,Iowa,44976,872,2020-08-01,Iowa,44976,872,NA,478970,32819,394,5,0,4558,1,516,4
20200731 Iowa,Iowa,44582,867,2020-07-31,Iowa,44582,867,NA,474412,32578,544,10,0,5314,1,394,5
20200730 Iowa,Iowa,44038,857,2020-07-30,Iowa,44038,857,NA,469098,31835,761,11,0,6386,1,544,10
20200729 Iowa,Iowa,43277,846,2020-07-29,Iowa,43277,846,NA,462712,31246,500,7,0,5277,1,761,11
20200728 Iowa,Iowa,42777,839,2020-07-28,Iowa,42777,839,NA,457435,30623,223,6,0,2590,1,500,7
20200727 Iowa,Iowa,42554,833,2020-07-27,Iowa,42554,833,NA,454845,29873,354,6,0,4246,1,223,6
20200726 Iowa,Iowa,42200,827,2020-07-26,Iowa,42200,827,NA,450599,29625,529,1,0,4336,1,354,6
20200725 Iowa,Iowa,41671,826,2020-07-25,Iowa,41671,826,NA,446263,29477,400,3,0,4390,1,529,1
20200724 Iowa,Iowa,41271,823,2020-07-24,Iowa,41271,823,NA,441873,29216,637,5,0,5587,1,400,3
20200723 Iowa,Iowa,40634,818,2020-07-23,Iowa,40634,818,NA,436286,28924,841,10,0,9850,1,637,5
20200722 Iowa,Iowa,39793,808,2020-07-22,Iowa,39793,808,NA,426436,28607,319,6,0,4003,1,841,10
20200721 Iowa,Iowa,39474,802,2020-07-21,Iowa,39474,802,NA,422433,28388,308,5,0,3889,1,319,6
20200720 Iowa,Iowa,39166,797,2020-07-20,Iowa,39166,797,NA,418544,28024,443,3,0,3053,1,308,5
20200719 Iowa,Iowa,38723,794,2020-07-19,Iowa,38723,794,NA,415491,27894,816,7,0,11762,1,443,3
20200718 Iowa,Iowa,37907,787,2020-07-18,Iowa,37907,787,NA,403729,27820,185,3,0,1276,1,816,7
20200717 Iowa,Iowa,37722,784,2020-07-17,Iowa,37722,784,NA,402453,27609,590,6,0,6002,1,185,3
20200716 Iowa,Iowa,37132,778,2020-07-16,Iowa,37132,778,NA,396451,27404,841,16,0,9139,1,590,6
20200715 Iowa,Iowa,36291,762,2020-07-15,Iowa,36291,762,NA,387312,27177,442,5,0,6904,1,841,16
20200714 Iowa,Iowa,35849,757,2020-07-14,Iowa,35849,757,NA,380408,26952,320,3,0,3692,1,442,5
20200713 Iowa,Iowa,35529,754,2020-07-13,Iowa,35529,754,NA,376716,26664,458,4,0,2303,1,320,3
20200712 Iowa,Iowa,35071,750,2020-07-12,Iowa,35071,750,NA,374413,26234,424,2,0,6052,1,458,4
20200711 Iowa,Iowa,34647,748,2020-07-11,Iowa,34647,748,NA,368361,26104,663,5,0,6113,1,424,2
20200710 Iowa,Iowa,33984,743,2020-07-10,Iowa,33984,743,NA,362248,25891,744,4,0,7589,1,663,5
20200709 Iowa,Iowa,33240,739,2020-07-09,Iowa,33240,739,NA,354659,26340,731,4,0,8308,1,744,4
20200708 Iowa,Iowa,32509,735,2020-07-08,Iowa,32509,735,NA,346351,25974,480,10,0,7053,1,731,4
20200707 Iowa,Iowa,32029,725,2020-07-07,Iowa,32029,725,NA,339298,25594,372,2,0,3836,1,480,10
20200706 Iowa,Iowa,31657,723,2020-07-06,Iowa,31657,723,NA,335462,25121,304,2,0,2990,1,372,2
20200705 Iowa,Iowa,31353,721,2020-07-05,Iowa,31353,721,NA,332472,24739,312,0,0,3461,1,304,2
20200704 Iowa,Iowa,31041,721,2020-07-04,Iowa,31041,721,NA,329011,24604,612,1,0,7550,1,312,0
20200703 Iowa,Iowa,30429,720,2020-07-03,Iowa,30429,720,NA,321461,24338,220,2,0,3923,1,612,1
20200702 Iowa,Iowa,30209,718,2020-07-02,Iowa,30209,718,NA,317538,23993,758,1,0,7748,1,220,2
20200701 Iowa,Iowa,29451,717,2020-07-01,Iowa,29451,717,NA,309790,23607,444,2,0,5602,1,758,1
20200630 Iowa,Iowa,29007,715,2020-06-30,Iowa,29007,715,NA,304188,23212,225,7,0,3343,1,444,2
20200629 Iowa,Iowa,28782,708,2020-06-29,Iowa,28782,708,NA,300845,17851,293,3,0,4930,1,225,7
20200628 Iowa,Iowa,28489,705,2020-06-28,Iowa,28489,705,NA,295915,17620,477,1,0,6163,1,293,3
20200627 Iowa,Iowa,28012,704,2020-06-27,Iowa,28012,704,NA,289752,17467,326,0,0,6109,1,477,1
20200626 Iowa,Iowa,27686,704,2020-06-26,Iowa,27686,704,NA,283643,17313,489,9,0,6589,1,326,0
20200625 Iowa,Iowa,27197,695,2020-06-25,Iowa,27197,695,NA,277054,17017,492,3,0,7095,1,489,9
20200624 Iowa,Iowa,26705,692,2020-06-24,Iowa,26705,692,NA,269959,16858,332,4,0,5256,1,492,3
20200623 Iowa,Iowa,26373,688,2020-06-23,Iowa,26373,688,NA,264703,16579,322,2,0,6071,1,332,4
20200622 Iowa,Iowa,26051,686,2020-06-22,Iowa,26051,686,NA,258632,16240,88,1,0,1480,1,322,2
20200621 Iowa,Iowa,25963,685,2020-06-21,Iowa,25963,685,NA,257152,16068,467,4,0,6945,1,88,1
20200620 Iowa,Iowa,25496,681,2020-06-20,Iowa,25496,681,NA,250207,15963,221,0,0,3558,1,467,4
20200619 Iowa,Iowa,25275,681,2020-06-19,Iowa,25275,681,NA,246649,15816,421,2,0,5718,1,221,0
20200618 Iowa,Iowa,24854,679,2020-06-18,Iowa,24854,679,NA,240931,15604,393,6,0,5800,1,421,2
20200617 Iowa,Iowa,24461,673,2020-06-17,Iowa,24461,673,NA,235131,15289,282,4,0,4493,1,393,6
20200616 Iowa,Iowa,24179,669,2020-06-16,Iowa,24179,669,NA,230638,15025,126,14,0,3250,1,282,4
20200615 Iowa,Iowa,24053,655,2020-06-15,Iowa,24053,655,NA,227388,14625,127,3,0,2754,1,126,14
20200614 Iowa,Iowa,23926,652,2020-06-14,Iowa,23926,652,NA,224634,14383,209,2,0,5026,1,127,3
20200613 Iowa,Iowa,23717,650,2020-06-13,Iowa,23717,650,NA,219608,14326,380,7,0,5064,1,209,2
20200612 Iowa,Iowa,23337,643,2020-06-12,Iowa,23337,643,NA,214544,14227,399,4,0,6005,1,380,7
20200611 Iowa,Iowa,22938,639,2020-06-11,Iowa,22938,639,NA,208539,13956,387,9,0,5710,1,399,4
20200610 Iowa,Iowa,22551,630,2020-06-10,Iowa,22551,630,NA,202829,13628,315,6,0,5106,1,387,9
20200609 Iowa,Iowa,22236,624,2020-06-09,Iowa,22236,624,NA,197723,13411,249,12,0,4101,1,315,6
20200608 Iowa,Iowa,21987,612,2020-06-08,Iowa,21987,612,NA,193622,13028,320,8,0,5430,1,249,12
20200607 Iowa,Iowa,21667,604,2020-06-07,Iowa,21667,604,NA,188192,12805,189,6,0,3478,1,320,8
20200606 Iowa,Iowa,21478,598,2020-06-06,Iowa,21478,598,NA,184714,12715,326,6,0,4051,1,189,6
20200605 Iowa,Iowa,21152,592,2020-06-05,Iowa,21152,592,NA,180663,12585,347,12,0,5728,1,326,6
20200604 Iowa,Iowa,20805,580,2020-06-04,Iowa,20805,580,NA,174935,12333,750,6,0,10490,1,347,12
20200603 Iowa,Iowa,20055,574,2020-06-03,Iowa,20055,574,NA,164445,12064,39,13,0,755,1,750,6
20200602 Iowa,Iowa,20016,561,2020-06-02,Iowa,20016,561,NA,163690,11742,319,10,0,4609,1,39,13
20200601 Iowa,Iowa,19697,551,2020-06-01,Iowa,19697,551,NA,159081,11440,145,17,0,2785,1,319,10
20200531 Iowa,Iowa,19552,534,2020-05-31,Iowa,19552,534,NA,156296,11147,308,3,0,5873,1,145,17
20200530 Iowa,Iowa,19244,531,2020-05-30,Iowa,19244,531,NA,150423,11019,318,9,0,3103,1,308,3
20200529 Iowa,Iowa,18926,522,2020-05-29,Iowa,18926,522,NA,147320,10753,353,18,0,4387,1,318,9
20200528 Iowa,Iowa,18573,504,2020-05-28,Iowa,18573,504,NA,142933,10359,213,13,0,3407,1,353,18
20200527 Iowa,Iowa,18360,491,2020-05-27,Iowa,18360,491,NA,139526,10016,657,13,0,4522,1,213,13
20200526 Iowa,Iowa,17703,478,2020-05-26,Iowa,17703,478,NA,135004,9791,126,19,0,2289,1,657,13
20200525 Iowa,Iowa,17577,459,2020-05-25,Iowa,17577,459,NA,132715,9377,325,5,0,4959,1,126,19
20200524 Iowa,Iowa,17252,454,2020-05-24,Iowa,17252,454,NA,127756,9318,359,10,0,3815,1,325,5
20200523 Iowa,Iowa,16893,444,2020-05-23,Iowa,16893,444,NA,123941,9254,389,19,0,3691,1,359,10
20200522 Iowa,Iowa,16504,425,2020-05-22,Iowa,16504,425,NA,120250,9079,334,19,0,3685,1,389,19
20200521 Iowa,Iowa,16170,406,2020-05-21,Iowa,16170,406,NA,116565,8672,556,18,0,5817,1,334,19
20200520 Iowa,Iowa,15614,388,2020-05-20,Iowa,15614,388,NA,110748,8362,265,16,0,3100,1,556,18
20200519 Iowa,Iowa,15349,372,2020-05-19,Iowa,15349,372,NA,107648,8130,394,17,0,4500,1,265,16
20200518 Iowa,Iowa,14955,355,2020-05-18,Iowa,14955,355,NA,103148,7324,304,4,0,2907,1,394,17
20200818 Kansas,Kansas,35167,405,2020-08-18,Kansas,35167,405,2034,354262,1409,0,0,0,0,,,
20200817 Kansas,Kansas,35167,405,2020-08-17,Kansas,35167,405,2034,354262,1409,1282,3,14,11219,1,0,0
20200816 Kansas,Kansas,33885,402,2020-08-16,Kansas,33885,402,2020,343043,1399,0,0,0,0,1,1282,3
20200815 Kansas,Kansas,33885,402,2020-08-15,Kansas,33885,402,2020,343043,1399,0,0,0,0,1,0,0
20200814 Kansas,Kansas,33885,402,2020-08-14,Kansas,33885,402,2020,343043,1399,1338,7,45,8480,1,0,0
20200813 Kansas,Kansas,32547,395,2020-08-13,Kansas,32547,395,1975,334563,1367,0,0,0,0,1,1338,7
20200812 Kansas,Kansas,32547,395,2020-08-12,Kansas,32547,395,1975,334563,1367,817,8,64,7894,1,0,0
20200811 Kansas,Kansas,31730,387,2020-08-11,Kansas,31730,387,1911,326669,1319,0,0,0,0,1,817,8
20200810 Kansas,Kansas,31730,387,2020-08-10,Kansas,31730,387,1911,326669,1319,1092,7,36,10157,1,0,0
20200809 Kansas,Kansas,30638,380,2020-08-09,Kansas,30638,380,1875,316512,1293,0,0,0,0,1,1092,7
20200808 Kansas,Kansas,30638,380,2020-08-08,Kansas,30638,380,1875,316512,1293,0,0,0,0,1,0,0
20200807 Kansas,Kansas,30638,380,2020-08-07,Kansas,30638,380,1875,316512,1293,921,12,54,7794,1,0,0
20200806 Kansas,Kansas,29717,368,2020-08-06,Kansas,29717,368,1821,308718,1254,0,0,0,0,1,921,12
