"date","state","positive","negative","pending","hospitalized","death","total","fips","deathIncrease","hospitalizedIncrease","negativeIncrease","positiveIncrease","totalTestResultsIncrease","NA"
"2020-04-21","MS","4716","47648","0","858","183","52364","52364","28","14","39","726","204","930"
"2020-04-21","MT","437","10804","0","59","12","11241","11241","30","2","2","186","4","190"
"2020-04-21","NC","6951","76380","0","0","213","83331","83331","37","34","0","3660","187","3847"
"2020-04-21","ND","644","14343","0","54","13","14987","14987","38","0","1","223","17","240"
"2020-04-21","NE","1648","14724","0","0","33","16372","16372","31","5","0","518","174","692"
"2020-04-21","NH","1491","12848","244","206","42","14583","14339","33","1","8","122","99","221"
"2020-04-21","NJ","92387","92439","0","0","4753","184826","184826","34","376","0","3188","3581","6769"
"2020-04-21","NM","1971","36784","0","291","58","38755","38755","35","3","17","1587","126","1713"
"2020-04-21","NV","3937","29118","0","0","163","33055","33055","32","5","0","601","107","708"
"2020-04-21","NY","251690","397635","0","56526","14828","649325","649325","36","481","1338","11286","4178","15464"
"2020-04-21","OH","13725","80989","0","2779","557","94714","94714","39","48","126","3069","806","3875"
"2020-04-21","OK","2807","41537","0","561","164","44344","44344","40","21","20","8571","127","8698"
"2020-04-21","OR","2002","39126","0","471","78","41128","41128","41","3","6","1037","46","1083"
"2020-04-21","PA","34528","132323","0","0","1564","166851","166851","42","360","0","2603","1296","3899"
"2020-04-21","PR","1298","8789","1761","0","64","11848","10087","72","1","0","303","46","349"
"2020-04-21","RI","5467","33833","0","674","186","39300","39300","44","11","45","1843","369","2212"
"2020-04-21","SC","4439","36838","0","776","124","41277","41277","45","4","0","735","62","797"
"2020-04-21","SD","1755","11060","0","100","8","12815","12815","46","1","13","419","70","489"
"2020-04-21","TN","7394","100788","0","760","157","108182","108182","47","5","30","7337","156","7493"
"2020-04-21","TX","20196","185203","0","0","517","205399","205399","48","22","0","14267","738","15005"
"2020-04-21","UT","3296","69062","0","277","32","72358","72358","49","4","9","3964","83","4047"
"2020-04-21","VA","9630","48724","477","1581","324","58831","58354","51","24","81","979","640","1619"
"2020-04-21","VI","54","574","35","0","3","663","628","78","0","0","20","1","21"
"2020-04-21","VT","818","12293","0","0","40","13111","13111","50","2","0","128","2","130"
"2020-04-21","WA","12550","151017","0","0","640","163567","163567","53","11","0","4598","204","4802"
"2020-04-21","WI","4620","47841","219","1252","242","52680","52461","55","12","41","1238","121","1359"
"2020-04-21","WV","914","21849","0","0","26","22763","22763","54","2","0","596","12","608"
"2020-04-21","WY","320","7301","0","52","6","7621","7621","56","4","1","228","7","235"
"2020-04-20","AK","321","9803","0","36","9","10124","10124","02","0","0","227","2","229"
"2020-04-20","AL","5025","40875","0","641","167","45900","45900","01","13","0","0","188","188"
"2020-04-20","AR","1923","24630","0","291","42","26553","26553","05","2","0","2202","142","2344"
"2020-04-20","AS","0","3","17","0","0","20","3","60","0","0","0","0","0"
"2020-04-20","AZ","5064","49436","0","0","187","54500","54500","04","3","0","1375","135","1510"
"2020-04-20","CA","30978","259522","0","0","1208","290500","290500","06","42","0","8955","645","9600"
"2020-04-20","CO","9730","36465","0","1813","422","46195","46195","08","11","16","1292","297","1589"
"2020-04-20","CT","19815","42991","0","0","1331","62806","62806","09","245","0","2328","2265","4593"
"2020-04-20","DC","2927","11186","0","0","105","14113","14113","11","9","0","280","134","414"
"2020-04-20","DE","2745","13725","0","0","72","16470","16470","10","5","0","1469","207","1676"
"2020-04-20","FL","26660","239565","1104","4010","806","267329","266225","12","25","80","9482","664","10146"
"2020-04-20","GA","18947","65381","0","3550","733","84328","84328","13","46","86","3749","646","4395"
"2020-04-20","GU","133","991","0","0","5","1124","1124","66","0","0","48","0","48"
"2020-04-20","HI","580","23595","0","52","10","24175","24175","15","1","1","699","6","705"
"2020-04-20","IA","3159","22661","0","0","79","25820","25820","19","4","0","1013","257","1270"
"2020-04-20","ID","1672","15773","0","151","45","17445","17445","16","1","0","572","4","576"
"2020-04-20","IL","31508","116850","0","0","1349","148358","148358","17","59","0","3889","1151","5040"
"2020-04-20","IN","11686","52953","0","0","569","64639","64639","18","7","0","3021","476","3497"
"2020-04-20","KS","1986","16775","0","405","100","18761","18761","20","8","15","494","137","631"
"2020-04-20","KY","2960","29612","0","1059","148","32572","32572","21","4","0","94","253","347"
"2020-04-20","LA","24523","111588","0","0","1328","136111","136111","22","32","0","168","595","763"
"2020-04-20","MA","41416","136046","0","3872","2303","177462","177462","25","157","83","6751","1596","8347"
"2020-04-20","MD","13684","57713","0","3014","582","71397","71397","24","34","128","2652","854","3506"
"2020-04-20","ME","875","14076","0","138","35","14951","14951","23","1","2","0","8","8"
"2020-04-20","MI","32000","81798","0","0","2468","113798","113798","26","77","0","3561","576","4137"
"2020-04-20","MN","2470","44380","0","602","143","46850","46850","27","9","28","1020","114","1134"
"2020-04-20","MO","5807","50206","0","0","177","56013","56013","29","1","0","1964","140","2104"
"2020-04-20","MP","14","51","0","0","2","65","65","69","0","0","9","0","9"
"2020-04-20","MS","4512","46922","0","819","169","51434","51434","28","10","11","12131","238","12369"
"2020-04-20","MT","433","10618","0","57","10","11051","11051","30","0","2","153","0","153"
"2020-04-20","NC","6764","72720","0","0","179","79484","79484","37","7","0","441","271","712"
"2020-04-20","ND","627","14120","0","53","13","14747","14747","38","3","2","1075","42","1117"
"2020-04-20","NE","1474","14206","0","0","28","15680","15680","31","0","0","918","187","1105"
"2020-04-20","NH","1392","12726","298","198","41","14416","14118","33","3","6","644","50","694"
"2020-04-20","NJ","88806","89251","0","0","4377","178057","178057","34","175","0","3864","3505","7369"
"2020-04-20","NM","1845","35197","0","274","55","37042","37042","35","2","16","363","47","410"
"2020-04-20","NV","3830","28517","0","0","158","32347","32347","32","3","0","647","102","749"
"2020-04-20","NY","247512","386349","0","55188","14347","633861","633861","36","478","1379","11580","4726","16306"
"2020-04-20","OH","12919","77920","0","2653","509","90839","90839","39","38","88","2223","1317","3540"
"2020-04-20","OK","2680","32966","0","541","143","35646","35646","40","3","0","0","81","81"
"2020-04-20","OR","1956","38089","0","465","75","40045","40045","41","1","9","961","46","1007"
"2020-04-20","PA","33232","129720","0","0","1204","162952","162952","42","92","0","3150","948","4098"
"2020-04-20","PR","1252","8486","1895","0","63","11633","9738","72","1","0","206","39","245"
"2020-04-20","RI","5098","31990","0","629","175","37088","37088","44","11","24","1997","343","2340"
"2020-04-20","SC","4377","36103","0","776","120","40480","40480","45","0","0","0","0","0"
"2020-04-20","SD","1685","10641","0","87","7","12326","12326","46","0","13","214","50","264"
"2020-04-20","TN","7238","93451","0","730","152","100689","100689","47","4","6","3423","168","3591"
"2020-04-20","TX","19458","170936","0","0","495","190394","190394","48","18","0","7149","535","7684"
"2020-04-20","UT","3213","65098","0","268","28","68311","68311","49","1","9","4612","144","4756"
"2020-04-20","VA","8990","47745","468","1500","300","57203","56735","51","23","78","1549","453","2002"
"2020-04-20","VI","53","554","18","0","3","625","607","78","0","0","6","0","6"
"2020-04-20","VT","816","12165","0","0","38","12981","12981","50","0","0","251","4","255"
"2020-04-20","WA","12346","146419","0","0","629","158765","158765","53","14","0","4211","200","4411"
"2020-04-20","WI","4499","46603","237","1211","230","51339","51102","55","10","21","1280","153","1433"
"2020-04-20","WV","902","21253","0","0","24","22155","22155","54","6","0","2085","39","2124"
"2020-04-20","WY","313","7073","0","51","2","7386","7386","56","0","1","101","4","105"
"2020-04-19","AK","319","9576","0","36","9","9895","9895","02","0","0","235","5","240"
"2020-04-19","AL","4837","40875","0","641","154","45712","45712","01","8","21","2992","182","3174"
"2020-04-19","AR","1781","22428","0","291","40","24209","24209","05","2","0","26","42","68"
"2020-04-19","AS","0","3","17","0","0","20","3","60","0","0","0","0","0"
"2020-04-19","AZ","4929","48061","0","0","184","52990","52990","04","7","0","1735","210","1945"
"2020-04-19","CA","30333","250567","7200","0","1166","288100","280900","06","94","0","19864","1370","21234"
"2020-04-19","CO","9433","35173","0","1797","411","44606","44606","08","20","42","913","386","1299"
"2020-04-19","CT","17550","40663","0","0","1086","58213","58213","09","50","0","2010","741","2751"
"2020-04-19","DC","2793","10906","0","0","96","13699","13699","11","5","0","304","127","431"
"2020-04-19","DE","2538","12256","0","0","67","14794","14794","10","6","0","562","215","777"
"2020-04-19","FL","25996","230083","1179","3930","781","257258","256079","12","27","88","8825","727","9552"
"2020-04-19","GA","18301","61632","0","3464","687","79933","79933","13","14","44","5093","632","5725"
"2020-04-19","GU","133","943","0","0","5","1076","1076","66","0","0","0","0","0"
"2020-04-19","HI","574","22896","0","51","9","23470","23470","15","0","3","1106","21","1127"
"2020-04-19","IA","2902","21648","0","0","75","24550","24550","19","1","0","1214","389","1603"
"2020-04-19","ID","1668","15201","0","151","44","16869","16869","16","1","0","247","13","260"
"2020-04-19","IL","30357","112961","0","0","1290","143318","143318","17","31","0","4717","1197","5914"
"2020-04-19","IN","11210","49932","0","0","562","61142","61142","18","17","0","3700","569","4269"
"2020-04-19","KS","1849","16281","0","390","92","18130","18130","20","6","7","395","59","454"
"2020-04-19","KY","2707","29518","0","1059","144","32225","32225","21","7","51","1444","185","1629"
"2020-04-19","LA","23928","111420","0","0","1296","135348","135348","22","29","0","-2999","348","-2651"
"2020-04-19","MA","39820","129295","0","3789","2146","169115","169115","25","163","61","4691","2293","6984"
"2020-04-19","MD","12830","55061","0","2886","548","67891","67891","24","14","129","1999","522","2521"
"2020-04-19","ME","867","14076","0","136","34","14943","14943","23","2","0","0","20","20"
"2020-04-19","MI","31424","78237","0","0","2391","109661","109661","26","83","0","9301","633","9934"
"2020-04-19","MN","2356","43360","0","574","134","45716","45716","27","13","13","1305","143","1448"
"2020-04-19","MO","5667","48242","0","0","176","53909","53909","29","1","0","0","150","150"
"2020-04-19","MP","14","42","4","0","2","60","56","69","0","0","0","0","0"
"2020-04-19","MS","4274","34791","0","808","159","39065","39065","28","7","26","0","300","300"
"2020-04-19","MT","433","10465","0","55","10","10898","10898","30","0","0","322","7","329"
"2020-04-19","NC","6493","72279","0","0","172","78772","78772","37","8","0","2208","353","2561"
"2020-04-19","ND","585","13045","0","51","10","13630","13630","38","1","4","610","57","667"
"2020-04-19","NE","1287","13288","0","0","28","14575","14575","31","4","0","749","149","898"
"2020-04-19","NH","1342","12082","316","192","38","13740","13424","33","1","2","517","55","572"
"2020-04-19","NJ","85301","85387","0","0","4202","170688","170688","34","132","0","4271","3881","8152"
"2020-04-19","NM","1798","34834","0","258","53","36632","36632","35","2","16","932","87","1019"
"2020-04-19","NV","3728","27870","0","0","155","31598","31598","32","4","0","745","102","847"
"2020-04-19","NY","242786","374769","0","53809","13869","617555","617555","36","507","1384","14969","6054","21023"
"2020-04-19","OH","11602","75697","0","2565","471","87299","87299","39","20","46","6878","1380","8258"
"2020-04-19","OK","2599","32966","0","541","140","35565","35565","40","1","0","0","29","29"
"2020-04-19","OR","1910","37128","0","456","74","39038","39038","41","2","7","1389","66","1455"
"2020-04-19","PA","32284","126570","0","0","1112","158854","158854","42","276","0","3674","1215","4889"
"2020-04-19","PR","1213","8280","1839","0","62","11332","9493","72","2","0","225","95","320"
"2020-04-19","RI","4755","29993","0","605","164","34748","34748","44","14","27","1658","276","1934"
"2020-04-19","SC","4377","36103","0","776","120","40480","40480","45","1","0","1516","131","1647"
"2020-04-19","SD","1635","10427","0","74","7","12062","12062","46","0","6","309","93","402"
"2020-04-19","TN","7070","90028","0","724","148","97098","97098","47","3","5","6204","308","6512"
"2020-04-19","TX","18923","163787","0","0","477","182710","182710","48","24","0","5808","663","6471"
"2020-04-19","UT","3069","60486","0","259","27","63555","63555","49","2","8","3473","138","3611"
"2020-04-19","VA","8537","46196","499","1422","277","55232","54733","51","19","126","2318","484","2802"
"2020-04-19","VI","53","548","22","0","3","623","601","78","0","0","158","0","158"
"2020-04-19","VT","812","11914","0","0","38","12726","12726","50","0","0","151","9","160"
"2020-04-19","WA","12146","142208","0","0","615","154354","154354","53","17","0","1399","259","1658"
"2020-04-19","WI","4346","45323","248","1190","220","49917","49669","55","9","14","1361","147","1508"
"2020-04-19","WV","863","19168","0","0","18","20031","20031","54","2","0","513","78","591"
"2020-04-19","WY","309","6972","0","50","2","7281","7281","56","0","0","755","4","759"
"2020-04-18","AK","314","9341","0","36","9","9655","9655","02","0","0","200","5","205"
"2020-04-18","AL","4655","37883","0","620","146","42538","42538","01","2","26","4565","125","4690"
"2020-04-18","AR","1739","22402","0","291","38","24141","24141","05","1","291","603","44","647"
"2020-04-18","AS","0","3","17","0","0","20","3","60","0","0","0","0","0"
"2020-04-18","AZ","4719","46326","0","0","177","51045","51045","04","8","0","1603","212","1815"
"2020-04-18","CA","28963","230703","7200","0","1072","266866","259666","06","87","0","6617","1435","8052"
